Name;Postanschrift;Hausanschrift;E-Mail;Web;Telefon;Fax
Bundesgerichtshof;"Bundesgerichtshof
76125 Karlsruhe";"Bundesgerichtshof
Herrenstr. 45 a
76133 Karlsruhe";poststelle@bgh.bund.de;http://www.bundesgerichtshof.de;(0721) 159-0;(0721) 159-2512
Landgericht  Kaiserslautern ;"Landgericht  Kaiserslautern 
Postfach 35 40
67623 Kaiserslautern";"Landgericht  Kaiserslautern 
Bahnhofstraße 24
67655 Kaiserslautern";LGKL@zw.jm.rlp.de;http://www.LGKL.justiz.rlp.de;(0631)37210;(0631)3721104
Landgericht  Karlsruhe ;"Landgericht  Karlsruhe 
76126 Karlsruhe";"Landgericht  Karlsruhe 
Hans-Thoma-Straße 7
76133 Karlsruhe";Poststelle@lgkarlsruhe.justiz.bwl.de;;(0721) 9260;(0721) 9263114
Landgericht  Kassel;"Landgericht  Kassel
Postfach 10 19 80
34019 Kassel";"Landgericht  Kassel
Frankfurter Straße 7
34117 Kassel";verwaltung@lg-kassel.justiz.hessen.de;http://www.lg-kassel.justiz.hessen.de;(0561)9120;(0561)9121010
Landgericht  Kempten (Allgäu);Landgericht  Kempten (Allgäu);"Landgericht  Kempten (Allgäu)
Residenzplatz 6
87435 Kempten (Allgäu)";Poststelle@lg-ke.bayern.de;;(0831)20300;(0831)203306
Landgericht  Kiel ;Landgericht  Kiel ;"Landgericht  Kiel 
Schützenwall 31-35
24114 Kiel";verwaltung@lg-kiel.landsh.de;http://www.lg-kiel.schleswig-holstein.de;(0431)6040;(0431)6041830
Landgericht  Kleve ;"Landgericht  Kleve 
Postfach 14 61
47514 Kleve";"Landgericht  Kleve 
Schloßberg 1 (Schwanenburg)
47533 Kleve";poststelle@lg-kleve.nrw.de;http://www.lg-kleve.nrw.de;(02821)870;(02821)87290
Landgericht  Koblenz ;"Landgericht  Koblenz 
Postfach
56065 Koblenz";"Landgericht  Koblenz 
Karmeliterstraße 14
56068 Koblenz";LGKO@ko.jm.rlp.de;http://www.LGKO.justiz.rlp.de;(0261)1020;(0261)1021908
Landgericht  Köln;"Landgericht  Köln
50922 Köln";"Landgericht  Köln
Luxemburger Straße 101
50939 Köln";poststelle@lg-koeln.nrw.de;http://www.lg-koeln.nrw.de;(0221)4770;(0221)4773333
Landgericht  Konstanz;"Landgericht  Konstanz
Postfach 10 12 43
78412 Konstanz";"Landgericht  Konstanz
Gerichtsgasse 15
78462 Konstanz";Poststelle@lgkonstanz.justiz.bwl.de;;(07531) 2800;(07531) 2801400
Landgericht  Krefeld ;"Landgericht  Krefeld 
Postfach 10 10 64
47710 Krefeld";"Landgericht  Krefeld 
Nordwall 131
47798 Krefeld";poststelle@lg-krefeld.nrw.de;http://www.lg-krefeld.nrw.de;(02151)8470;(02151)847-218
Oberlandesgericht Karlsruhe ;Oberlandesgericht Karlsruhe ;"Oberlandesgericht Karlsruhe 
Hoffstraße 10
76133 Karlsruhe";Poststelle@olgkarlsruhe.justiz.bwl.de;http://www.olg-karlsruhe.de/;(0721) 9260;(0721) 9265003
Oberlandesgericht Koblenz;"Oberlandesgericht Koblenz
Postfach
56065 Koblenz";"Oberlandesgericht Koblenz
Stresemannstraße 1
56068 Koblenz";Poststelle.olg@ko.jm.rlp.de;http://www.OLGKO.justiz.rlp.de;(0261)1020;(0261)1022900
Oberlandesgericht Köln ;"Oberlandesgericht Köln 
Postfach 10 28 45
50468 Köln";"Oberlandesgericht Köln 
Reichenspergerplatz 1
50670 Köln";poststelle@olg-koeln.nrw.de;http://www.olg-koeln.nrw.de;(0221)77110;(0221)7711700 /600
Amtsgericht Alsfeld Zweigstelle Lauterbach;"Amtsgericht Alsfeld Zweigstelle Lauterbach
Postfach 1 41
36339 Lauterbach (Hessen)";"Amtsgericht Alsfeld Zweigstelle Lauterbach
Königsberger Straße 8
36341 Lauterbach (Hessen)";verwaltung@ag-alsfeld.justiz.hessen.de;http://www.ag-alsfeld.justiz.hessen.de;(06641)96170;(06641)62685
Amtsgericht Eisleben ;"Amtsgericht Eisleben 
Postfach 12 08
06290 Lutherstadt Eisleben";"Amtsgericht Eisleben 
Friedensstraße 40
06295 Lutherstadt Eisleben";Poststelle@ag-eil.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-eil;(03475)6576;(03475)696689
Amtsgericht Lahnstein ;Amtsgericht Lahnstein ;"Amtsgericht Lahnstein 
Bahnhofstraße 25
56112 Lahnstein";AGLAH@ko.jm.rlp.de;http://www.mjv.rlp.de/Gerichte/Ordentliche-Gerichte/Amtsgerichte/Lahnstein/;(02621)6980;(02621)698151
Amtsgericht Lahr (Schwarzw.) ;"Amtsgericht Lahr (Schwarzw.) 
Postfach 12 40
77902 Lahr (Schwarzw.)";"Amtsgericht Lahr (Schwarzw.) 
Turmstraße 15
77933 Lahr (Schwarzw.)";Poststelle@aglahr.justiz.bwl.de;;(07821) 2830;(07821) 283452
Amtsgericht Lampertheim ;Amtsgericht Lampertheim ;"Amtsgericht Lampertheim 
Bürstädter Straße 1
68623 Lampertheim";verwaltung@ag-lampertheim.justiz.hessen.de;http://www.ag-lampertheim.justiz.hessen.de;(06206)18080;(06206)180843
Amtsgericht Landau a. d. Isar ;"Amtsgericht Landau a. d. Isar 
Postfach 29
94401 Landau a. d. Isar";"Amtsgericht Landau a. d. Isar 
Hochstraße 17
94405 Landau a. d. Isar";Poststelle@ag-lan.bayern.de;;(09951)9450;(09951)945109
Amtsgericht Landau in der Pfalz ;"Amtsgericht Landau in der Pfalz 
Postfach 15 40
76825 Landau in der Pfalz";"Amtsgericht Landau in der Pfalz 
Marienring 13
76829 Landau in der Pfalz";AGLD@zw.jm.rlp.de;http://www.mjv.rlp.de/Gerichte/Ordentliche-Gerichte/Amtsgerichte/Landau-in-der-Pfalz/;(06341)220;(06341)22490
Amtsgericht Landsberg am Lech ;"Amtsgericht Landsberg am Lech 
Postfach 101163
86881 Landsberg am Lech";"Amtsgericht Landsberg am Lech 
Lechstraße 7
86899 Landsberg am Lech";Poststelle@ag-ll.bayern.de;;(08191)1080;(08191)108222
Amtsgericht Landshut;Amtsgericht Landshut;"Amtsgericht Landshut
Maximilianstraße 22
84028 Landshut";Poststelle@ag-la.bayern.de;http://www.justiz.bayern.de/gericht/ag/la;(0871)840;(0871)84267
Amtsgericht Landstuhl ;"Amtsgericht Landstuhl 
Postfach 11 61
66841 Landstuhl";"Amtsgericht Landstuhl 
Kaiserstraße 55
66849 Landstuhl";AGLST@zw.jm.rlp.de;http://www.mjv.rlp.de/Gerichte/Ordentliche-Gerichte/Amtsgerichte/Landstuhl/;(06371)9310;(06371)931222
Amtsgericht Langen ;"Amtsgericht Langen 
Postfach
27607 Langen";"Amtsgericht Langen 
Debstedter Straße 17
27607 Langen";poststelle@ag-lan.niedersachsen.de;http://www.amtsgericht-langen.niedersachsen.de;(04743)8820;(04743)88238
Amtsgericht Langen (Hessen) ;"Amtsgericht Langen (Hessen) 
Postfach 12 60
63202 Langen (Hessen)";"Amtsgericht Langen (Hessen) 
Zimmerstraße 29
63225 Langen (Hessen)";verwaltung@ag-langen.justiz.hessen.de;http://www.ag-langen.justiz.hessen.de;(06103)59102;(06103)27307
Amtsgericht Langenburg ;"Amtsgericht Langenburg 
74595 Langenburg";"Amtsgericht Langenburg 
Bächlinger Straße 35
74595 Langenburg";Poststelle@aglangenburg.justiz.bwl.de;;(07905) 91030;(07905) 5164
Amtsgericht Langenfeld (Rhld.) ;"Amtsgericht Langenfeld (Rhld.) 
Postfach 11 62
40736 Langenfeld (Rhld.)";"Amtsgericht Langenfeld (Rhld.) 
Hauptstraße 15
40764 Langenfeld (Rhld.)";poststelle@ag-langenfeld.nrw.de;http://www.ag-langenfeld.nrw.de;(02173)9020;(02173)902110
Amtsgericht Laufen i. OB ;"Amtsgericht Laufen i. OB 
Postfach 11 55
83405 Laufen i. OB";"Amtsgericht Laufen i. OB 
Tittmoninger Straße 32
83410 Laufen i. OB";Poststelle@ag-lf.bayern.de;http://www.justiz.bayern.de/gericht/ag/lf/;(08682)9110;(08682)911-520
Amtsgericht Lebach ;"Amtsgericht Lebach 
Postfach 11 40 u. 11 60
66811 Lebach";"Amtsgericht Lebach 
Saarbrücker Straße 10
66822 Lebach";poststelle@.agleb.justiz.saarland.de;http://www.saarland.de/amtsgericht_lebach.htm;(06881)9270;(06881)927140
Amtsgericht Leer (Ostfriesland) ;"Amtsgericht Leer (Ostfriesland) 
Postfach 11 12
26761 Leer (Ostfriesland)";"Amtsgericht Leer (Ostfriesland) 
Wörde 3 - 5
26789 Leer (Ostfriesland)";agler-poststelle@justiz.niedersachsen.de;;(0491)60010;(0491)6001500
Amtsgericht Lehrte ;"Amtsgericht Lehrte 
Postfach 15 80
31255 Lehrte";"Amtsgericht Lehrte 
Schlesische Straße 1
31275 Lehrte";AGLEH-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-lehrte.niedersachsen.de;(05132)8260;(05132)55932
Amtsgericht Leipzig ;Amtsgericht Leipzig ;"Amtsgericht Leipzig 
Bernhard-Göring-Straße 64
04275 Leipzig";verwaltung-p@agl.justiz.sachsen.de;http://www.amtsgericht-leipzig.de;(0341)49400;(0341)4940600
Amtsgericht Lemgo ;"Amtsgericht Lemgo 
Postfach 1 20
32631 Lemgo";"Amtsgericht Lemgo 
Am Lindenhaus 2
32657 Lemgo";poststelle@ag-lemgo.nrw.de;http://www.ag-lemgo.nrw.de;(05261)2570;(05261)257291
Amtsgericht Lennestadt ;"Amtsgericht Lennestadt 
Postfach 30 60
57347 Lennestadt";"Amtsgericht Lennestadt 
Kölner Straße 104
57368 Lennestadt";poststelle@ag-lennestadt.nrw.de;http://www.ag-lennestadt.nrw.de;(02721)92420;(02721)924230
Amtsgericht Leonberg ;"Amtsgericht Leonberg 
Postfach 11 52
71226 Leonberg";"Amtsgericht Leonberg 
Schlosshof 7
71229 Leonberg";Poststelle@agleonberg.justiz.bwl.de;;(07152) 151;(07152) 15350
Amtsgericht Leutkirch im Allgäu;"Amtsgericht Leutkirch im Allgäu
Postfach 20 51
88296 Leutkirch im Allgäu";"Amtsgericht Leutkirch im Allgäu
Karlstraße 2
88299 Leutkirch im Allgäu";Poststelle@agleutkirch.justiz.bwl.de;;(07561) 8250;(07561) 825120
Amtsgericht Leverkusen ;"Amtsgericht Leverkusen 
51367 Leverkusen";"Amtsgericht Leverkusen 
Gerichtsstraße 9
51379 Leverkusen";poststelle@ag-leverkusen.nrw.de;http://www.ag-leverkusen.nrw.de;(02171)4910;(02171)491222
Amtsgericht Lichtenfels;Amtsgericht Lichtenfels;"Amtsgericht Lichtenfels
96215 Lichtenfels";Poststelle@ag-lif.bayern.de;http://www.justiz-coburg.de/;(09571)95530;(09571)9553109
Amtsgericht Limburg a. d. Lahn ;Amtsgericht Limburg a. d. Lahn ;"Amtsgericht Limburg a. d. Lahn 
Walderdorffstraße 12
65549 Limburg a. d. Lahn";verwaltung@ag-limburg.justiz.hessen.de;http://www.ag-limburg.justiz.hessen.de;(06431)29080;(06431)2908200
Amtsgericht Lindau (Bodensee) ;"Amtsgericht Lindau (Bodensee) 
Postfach 11 20
88101 Lindau (Bodensee)";"Amtsgericht Lindau (Bodensee) 
Stiftsplatz 4
88131 Lindau (Bodensee)";Poststelle@ag-li.bayern.de;http://www.justiz.bayern.de/gericht/ag/li;(08382)26070;(08382)2607501
Amtsgericht Lingen (Ems) ;"Amtsgericht Lingen (Ems) 
Postfach 12 40
49782 Lingen (Ems)";"Amtsgericht Lingen (Ems) 
Burgstraße 28
49808 Lingen (Ems)";AGLIN-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-lingen.niedersachsen.de;(0591)80490;(0591)8049408
Amtsgericht Linz am Rhein ;"Amtsgericht Linz am Rhein 
Postfach 77
53542 Linz am Rhein";"Amtsgericht Linz am Rhein 
Am Konvikt 10
53545 Linz am Rhein";AGLIN@ko.jm.rlp.de;http://www.mjv.rlp.de/Gerichte/Ordentliche-Gerichte/Amtsgerichte/Linz-am-Rhein/;(02644)9470;(02644)947191
Amtsgericht Lippstadt ;"Amtsgericht Lippstadt 
Postfach 11 20
59521 Lippstadt";"Amtsgericht Lippstadt 
Lipperoder Straße 8
59555 Lippstadt";poststelle@ag-lippstadt.nrw.de;http://www.ag-lippstadt.nrw.de;(02941)9860;(02941)986902
Amtsgericht Löbau ;"Amtsgericht Löbau 
Postfach 14 51
02704 Löbau";"Amtsgericht Löbau 
Promenadenring 3
02708 Löbau";verwaltung-p@agloeb.justiz.sachsen.de;http://www.justiz.sachsen.de;(03585)469100;(03585)469116
Amtsgericht Lörrach;"Amtsgericht Lörrach
Postfach 11 40
79501 Lörrach";"Amtsgericht Lörrach
Bahnhofstraße 4
79539 Lörrach";Poststelle@agloerrach.justiz.bwl.de;;(07621) 4080;(07621) 408180
Amtsgericht Lübbecke ;"Amtsgericht Lübbecke 
Postfach 11 47
32291 Lübbecke";"Amtsgericht Lübbecke 
Kaiserstraße 18
32312 Lübbecke";poststelle@ag-luebbecke.nrw.de;http://www.ag-luebbecke.nrw.de;(05741)34510;(05741)345150
Amtsgericht Lübben ;"Amtsgericht Lübben 
Postfach 14 45 u. 14 55
15904 Lübben";"Amtsgericht Lübben 
Gerichtsstraße 2/3
15907 Lübben";verwaltung@AGLN.BRANDENBURG.DE;http://www.ag-luebben.brandenburg.de;(03546)2210;(03546)221265
Amtsgericht Lübeck ;Amtsgericht Lübeck ;"Amtsgericht Lübeck 
Am Burgfeld 7
23568 Lübeck";verwaltung@ag-luebeck.landsh.de;http://www.schleswig-holstein.de/DE/Justiz/AGLUEBECK/agluebeck_node.html;(0451)3710;(0451)3711523
Amtsgericht Luckenwalde;Amtsgericht Luckenwalde;"Amtsgericht Luckenwalde
Lindenallee 16
14943 Luckenwalde";verwaltung@AGLUK.BRANDENBURG.DE;http://www.ag-luckenwalde.brandenburg.de;(03371)6010;(03371)601103
Amtsgericht Lüdenscheid ;"Amtsgericht Lüdenscheid 
Postfach 16 69
58505 Lüdenscheid";"Amtsgericht Lüdenscheid 
Dukatenweg 6
58507 Lüdenscheid";poststelle@ag-luedenscheid.nrw.de;http://www.ag-luedenscheid.nrw.de;(02351)56770;(02351)5677111
Amtsgericht Lüdinghausen ;"Amtsgericht Lüdinghausen 
Postfach 11 34
59331 Lüdinghausen";"Amtsgericht Lüdinghausen 
Seppenrader Straße 3
59348 Lüdinghausen";poststelle@ag-luedinghausen.nrw.de;http://www.ag-luedinghausen.nrw.de;(02591)23070;(02591)230760
Amtsgericht Ludwigsburg ;"Amtsgericht Ludwigsburg 
Postfach 1 45
71601 Ludwigsburg";"Amtsgericht Ludwigsburg 
Schorndorfer Straße 39
71638 Ludwigsburg";Poststelle@agludwigsburg.justiz.bwl.de;;(07141) 180;(07141) 186050+ 90
Amtsgericht Ludwigshafen am Rhein;"Amtsgericht Ludwigshafen am Rhein
Postfach 22 01 08
67022 Ludwigshafen am Rhein";"Amtsgericht Ludwigshafen am Rhein
Wittelsbachstraße 10
67061 Ludwigshafen am Rhein";AGLU@zw.jm.rlp.de;http://www.mjv.rlp.de/Gerichte/Ordentliche-Gerichte/Amtsgerichte/Ludwigshafen/;(0621)56160;(0621)5616380
Amtsgericht Ludwigslust ;"Amtsgericht Ludwigslust 
Postfach 70
19282 Ludwigslust";"Amtsgericht Ludwigslust 
Käthe-Kollwitz-Straße 35
19288 Ludwigslust";verwaltung@ag-ludwigslust.mv-justiz.de;;(03874)4350;(03874)435100
Amtsgericht Lüneburg ;"Amtsgericht Lüneburg 
Postfach 13 40
21303 Lüneburg";"Amtsgericht Lüneburg 
Am Ochsenmarkt 3
21335 Lüneburg";aglg-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-lueneburg.niedersachsen.de;(04131)2021;(04131)202453
Amtsgericht Lünen;"Amtsgericht Lünen
Postfach 11 80
44501 Lünen";"Amtsgericht Lünen
Spormeckerplatz 5
44532 Lünen";poststelle@ag-luenen.nrw.de;http://www.ag-luenen.nrw.de;(02306)9245;(02306)924690
Amtsgericht Wittenberg ;"Amtsgericht Wittenberg 
Postfach 10 02 55
06872 Lutherstadt Wittenberg";"Amtsgericht Wittenberg 
Dessauer Straße 291
06886 Lutherstadt Wittenberg";Poststelle@ag-wb.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-wb;(03491)4360;(03491)403591
Bundesgerichtshof  5.Strafsenat;Bundesgerichtshof  5.Strafsenat;"Bundesgerichtshof  5.Strafsenat
Karl-Heine-Str. 12
04229 Leipzig";Poststelle@bgh.bund.de;http://www.bundesgerichtshof.de;(0341) 48737-0;(0341) 48737-98
Landgericht  Landau i.d. Pfalz ;"Landgericht  Landau i.d. Pfalz 
Postfach 15 40
76825 Landau in der Pfalz";"Landgericht  Landau i.d. Pfalz 
Marienring 13
76829 Landau in der Pfalz";LGLD@zw.jm.rlp.de;http://www.LGLD.justiz.rlp.de;(06341)220;(06341)22388
Landgericht  Landshut;Landgericht  Landshut;"Landgericht  Landshut
Maximilianstraße 22
84028 Landshut";Poststelle@lg-la.bayern.de;http://www.justiz.bayern.de/gericht/lg/la;(0871)840;(0871)84462
Landgericht  Leipzig ;"Landgericht  Leipzig 
Postfach 10 09 64
04009 Leipzig";"Landgericht  Leipzig 
Harkortstraße 9
04107 Leipzig";verwaltung-p@lgl.justiz.sachsen.de;http://www.landgericht-leipzig.de;(0341)21410;(0341)2141200
Landgericht  Limburg a.d. Lahn ;Landgericht  Limburg a.d. Lahn ;"Landgericht  Limburg a.d. Lahn 
Schiede 14
65549 Limburg a. d. Lahn";verwaltung@lg-limburg.justiz.hessen.de;http://www.lg-limburg.justiz.hessen.de;(06431)29080;(06431)2908100
Landgericht  Lübeck ;Landgericht  Lübeck ;"Landgericht  Lübeck 
Am Burgfeld 7
23568 Lübeck";verwaltung@lg-luebeck.landsh.de;http://www.lg-luebeck.schleswig-holstein.de;(0451)3710;(0451)3711519
Landgericht  Lüneburg ;"Landgericht  Lüneburg 
Postfach 21 31
21332 Lüneburg";"Landgericht  Lüneburg 
Am Markt 7
21335 Lüneburg";LGLG-Poststelle@justiz.niedersachsen.de;http://www.landgericht-lueneburg.niedersachsen.de;(04131)2021;(04131)202455
Amtsgericht Magdeburg;"Amtsgericht Magdeburg
39135 Magdeburg";"Amtsgericht Magdeburg
Breiter Weg 203-206
39104 Magdeburg";Poststelle@ag-md.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-md;(0391)6060;(0391)6066005
Amtsgericht Mainz ;"Amtsgericht Mainz 
Postfach 11 80
55001 Mainz";"Amtsgericht Mainz 
Diether-von-Isenburg-Straße
55116 Mainz";AGMZ@ko.jm.rlp.de;http://www.mjv.rlp.de/Gerichte/Ordentliche-Gerichte/Amtsgerichte/Mainz/;(06131)1410;(06131)1416090
Amtsgericht Mannheim;"Amtsgericht Mannheim
68149 Mannheim";"Amtsgericht Mannheim
Schloss, Westflügel
68159 Mannheim";Poststelle@agmannheim.justiz.bwl.de;;(0621) 2920;(0621) 2922876
Amtsgericht Marbach am Neckar;"Amtsgericht Marbach am Neckar
Postfach 11 13
71666 Marbach am Neckar";"Amtsgericht Marbach am Neckar
Strohgasse 3
71672 Marbach am Neckar";Poststelle@agmarbach.justiz.bwl.de;;(07144) 85570;(07144) 855760
Amtsgericht Marburg;Amtsgericht Marburg;"Amtsgericht Marburg
Universitätsstraße 48
35037 Marburg";verwaltung@ag-marburg.justiz.hessen.de;http://www.ag-marburg.justiz.hessen.de;(06421)2900;(06421)290393
Amtsgericht Marienberg ;Amtsgericht Marienberg ;"Amtsgericht Marienberg 
Zschopauer Straße 31
09496 Marienberg";verwaltung-p@agmab.justiz.sachsen.de;http://www.justiz.sachsen.de;(03735)91080;(03735)910830
Amtsgericht Marl ;"Amtsgericht Marl 
Postfach 11 60
45741 Marl";"Amtsgericht Marl 
Adolf-Grimme-Straße 3
45768 Marl";poststelle@ag-marl.nrw.de;http://www.ag-marl.nrw.de;(02365)5130;(02365)513200
Amtsgericht Marsberg ;"Amtsgericht Marsberg 
Postfach 15 55
34421 Marsberg";"Amtsgericht Marsberg 
Hauptstraße 3
34431 Marsberg";poststelle@ag-marsberg.nrw.de;http://www.ag-marsberg.nrw.de;(02992)97410;(02992)974141
Amtsgericht Maulbronn ;"Amtsgericht Maulbronn 
Postfach 1 00
75430 Maulbronn";"Amtsgericht Maulbronn 
Klosterstraße 1
75433 Maulbronn";Poststelle@agmaulbronn.justiz.bwl.de;;(07043) 92200;(07043) 40316
Amtsgericht Mayen ;"Amtsgericht Mayen 
Postfach
56724 Mayen";"Amtsgericht Mayen 
St. Veit-Straße 38
56727 Mayen";AGMY@ko.jm.rlp.de;http://www.seoautomatic.com/unique-tools/bulk-url-checker/;(02651)4030;(02651)403190
Amtsgericht Medebach ;"Amtsgericht Medebach 
Postfach 11 20
59959 Medebach";"Amtsgericht Medebach 
Marktstraße 2
59964 Medebach";poststelle@ag-medebach.nrw.de;http://www.ag-medebach.nrw.de;(02982)92170;(02982)921733
Amtsgericht Meinerzhagen ;"Amtsgericht Meinerzhagen 
Postfach 11 61
58527 Meinerzhagen";"Amtsgericht Meinerzhagen 
Gerichtsstraße 14
58540 Meinerzhagen";poststelle@ag-meinerzhagen.nrw.de;http://www.ag-meinerzhagen.nrw.de;(02354)92310;(02354)9231-10
Amtsgericht Meiningen ;"Amtsgericht Meiningen 
Postfach 10 03 01
98603 Meiningen";"Amtsgericht Meiningen 
Lindenallee 15
98617 Meiningen";Poststelle@agmgn.thueringen.de;;(03693)5090;(03693)509540
Amtsgericht Meißen ;Amtsgericht Meißen ;"Amtsgericht Meißen 
Domplatz 3
01662 Meißen";verwaltung-p@agmei.justiz.sachsen.de;http://www.justiz.sachsen.de;(03521)47020;(03521)4702 777
Amtsgericht Meldorf ;"Amtsgericht Meldorf 
Postfach 8 24
25697 Meldorf";"Amtsgericht Meldorf 
Domstraße 1
25704 Meldorf";verwaltung@ag-meldorf.landsh.de;http://www.schleswig-holstein.de/DE/Justiz/LGITZEHOE/Landgerichtsbezirk/Amtsgerichte/_documents/meldorf.html;(04832)870;(04832)871111
Amtsgericht Melsungen ;Amtsgericht Melsungen ;"Amtsgericht Melsungen 
Kasseler Straße 29
34212 Melsungen";verwaltung@ag-melsungen.justiz.hessen.de;http://www.ag-melsungen.justiz.hessen.de;(05661)7060;(05661)706133
Amtsgericht Memmingen;Amtsgericht Memmingen;"Amtsgericht Memmingen
Buxacher Straße 6
87700 Memmingen";Poststelle@ag-mm.bayern.de;http://www.justiz.bayern.de/gericht/ag/mm;(08331)1050;(08331)105245
Amtsgericht Menden (Sauerland);"Amtsgericht Menden (Sauerland)
Postfach 22 56
58682 Menden";"Amtsgericht Menden (Sauerland)
Heimkerweg 7
58706 Menden";poststelle@ag-menden.nrw.de;http://www.ag-menden.nrw.de;(02373)95920;(02373)959240
Amtsgericht Meppen ;"Amtsgericht Meppen 
Postfach 12 53
49702 Meppen";"Amtsgericht Meppen 
Obergerichtsstraße 20
49716 Meppen";agmep-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-meppen.niedersachsen.de;(05931)888100;(05931)888250
Amtsgericht Merseburg ;"Amtsgericht Merseburg 
Postfach 11 54
06201 Merseburg";"Amtsgericht Merseburg 
Geusaer Straße 88
06217 Merseburg";Poststelle@ag-mer.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-mer;(03461)2810;(03461)212007 /281190
Amtsgericht Merzig ;"Amtsgericht Merzig 
Postfach 10 00 51
66651 Merzig";"Amtsgericht Merzig 
Wilhelmstraße 2
66663 Merzig";poststelle@agmzg.justiz.saarland.de;http://www.ag-mzg.saarland.de;(06861)7030;(06861)703229
Amtsgericht Meschede ;"Amtsgericht Meschede 
Postfach 11 52
59851 Meschede";"Amtsgericht Meschede 
Steinstraße 35
59872 Meschede";poststelle@ag-meschede.nrw.de;http://www.ag-meschede.nrw.de;(0291)29030;(0291)290329
Amtsgericht Mettmann ;"Amtsgericht Mettmann 
Postfach 30 01 01
40813 Mettmann";"Amtsgericht Mettmann 
Gartenstraße 7
40822 Mettmann";poststelle@ag-mettmann.nrw.de;http://www.ag-mettmann.nrw.de;(02104)7740;(02104)774170
Amtsgericht Michelstadt;"Amtsgericht Michelstadt
Postfach 32 20
64713 Michelstadt";"Amtsgericht Michelstadt
Erbacher Straße 47
64720 Michelstadt";verwaltung@ag-michelstadt.justiz.hessen.de;http://www.ag-michelstadt.justiz.hessen.de;(06061)7080;(06061)70868
Amtsgericht Miesbach ;"Amtsgericht Miesbach 
Postfach 3 01
83712 Miesbach";"Amtsgericht Miesbach 
Rosenheimer Straße 16
83714 Miesbach";Poststelle@ag-mb.bayern.de;;(08025)28090;(08025)2809145
Amtsgericht Minden ;"Amtsgericht Minden 
Postfach 20 60
32377 Minden";"Amtsgericht Minden 
Königswall 8
32423 Minden";poststelle@ag-minden.nrw.de;http://www.ag-minden.nrw.de;(0571)88860;(0571)8886248
Amtsgericht Moers ;"Amtsgericht Moers 
Postfach 10 11 40
47401 Moers";"Amtsgericht Moers 
Haagstraße 7
47441 Moers";poststelle@ag-moers.nrw.de;http://www.ag-moers.nrw.de;(02841)18060;(02841)18063014
Amtsgericht Mönchengladbach ;"Amtsgericht Mönchengladbach 
Postfach 10 16 20
41016 Mönchengladbach";"Amtsgericht Mönchengladbach 
Hohenzollernstraße 157
41061 Mönchengladbach";poststelle@ag-moenchengladbach.nrw.de;http://www.ag-moenchengladbach.nrw.de;(02161)2760;(02161)276488
Amtsgericht Mönchengladbach Rheydt;"Amtsgericht Mönchengladbach Rheydt
Postfach 20 01 61
41201 Mönchengladbach";"Amtsgericht Mönchengladbach Rheydt
Brucknerallee 115
41236 Mönchengladbach";poststelle@ag-moenchengladbach-rheydt.nrw.de;http://www.ag-moenchengladbach-rheydt.nrw.de;(02166)9720;(02166)972100
Amtsgericht Monschau ;"Amtsgericht Monschau 
Postfach 20
52153 Monschau";"Amtsgericht Monschau 
Laufenstraße 38
52156 Monschau";poststelle@ag-monschau.nrw.de;http://www.ag-monschau.nrw.de;(02472)99070;(02472)990740
Amtsgericht Montabaur ;"Amtsgericht Montabaur 
Postfach 13 65
56403 Montabaur";"Amtsgericht Montabaur 
Bahnhofstraße 47
56410 Montabaur";AGMON@ko.jm.rlp.de;http://www.AGMON.justiz.rlp.de;(02602)1510;(02602)151151
Amtsgericht Mosbach ;"Amtsgericht Mosbach 
Postfach 13 64
74803 Mosbach";"Amtsgericht Mosbach 
Hauptstrasse 110
74821 Mosbach";Poststelle@agmosbach.justiz.bwl.de;;(06261) 870;(06261) 87460
Amtsgericht Mühldorf a. Inn ;"Amtsgericht Mühldorf a. Inn 
Postfach 20 01 43
84441 Mühldorf a. Inn";"Amtsgericht Mühldorf a. Inn 
Innstraße 1
84453 Mühldorf a. Inn";Poststelle@ag-mue.bayern.de;http://www.justiz.bayern.de/gericht/ag/mue;(08631)61060;(08631)6106300
Amtsgericht Mühlhausen ;"Amtsgericht Mühlhausen 
Postfach 11 45
99961 Mühlhausen";"Amtsgericht Mühlhausen 
Untermarkt 17
99974 Mühlhausen";Poststelle@agmhl.thueringen.de;;(03601)49940;(03601)499444
Amtsgericht Mülheim an der Ruhr;"Amtsgericht Mülheim an der Ruhr
Postfach 10 01 62
45466 Mülheim an der Ruhr";"Amtsgericht Mülheim an der Ruhr
Georgstraße 13
45468 Mülheim an der Ruhr";poststelle@ag-muelheim.nrw.de;http://www.ag-muelheim.nrw.de;(0208)45090;(0208)4509100
Amtsgericht Müllheim;Amtsgericht Müllheim;"Amtsgericht Müllheim
Werderstraße 37
79379 Müllheim";Poststelle@agmuellheim.justiz.bwl.de;;(07631) 1890;(07631) 189238
